Class,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PercentAmplitude,PeriodLS
lpv,0.0215,0.026447000000000002,1,0.27,0.006,9e-06,0.7253890000000001,14.92421,0.000695,0.006999999999999999,0.56,0.00268,0.9967969999999999
lpv,0.20600000000000002,5.4000000000000005e-05,9,0.37666700000000003,-0.10400000000000001,-2.4e-05,0.025727,14.516663000000001,0.007533,0.0855,0.296667,0.021869,158.583762
lpv,0.14975,0.858876,2,0.35897399999999996,-0.0105,5.5e-05,0.033496,14.778154,0.005477,0.063,0.307692,0.011025,71.71141899999999
lpv,0.19575,0.0,28,0.35483899999999996,-0.19899999999999998,-0.000714,1.8996419999999998,13.911925,0.008808,0.0525,0.408602,0.021886000000000003,1389.01845
lpv,0.0295,0.022866,2,0.296667,0.003,-7.000000000000001e-06,6.514085,13.515407000000002,0.001091,0.009000000000000001,0.47,0.0037,1068.0757800000001
lpv,0.0165,0.5086069999999999,2,0.28,-0.004,-1.6e-05,0.096859,13.285720000000001,0.00062,0.0045,0.51,0.0019190000000000001,445.85101
lpv,0.027000000000000003,0.001416,2,0.283333,0.012,9e-06,0.029586,15.225532999999999,0.000942,0.009000000000000001,0.626667,0.00427,2305.073448
lpv,0.0145,0.649868,1,0.321212,0.0,-1.9e-05,0.746775,15.527103,0.000502,0.006,0.393939,0.0014810000000000001,1.067513
NonVar,0.023,0.008393000000000001,1,0.343333,0.006,8e-06,2.765186,16.553107,0.000737,0.0075,0.54,0.0033229999999999996,0.114226
lpv,0.028999999999999998,0.398158,3,0.34965,0.0035,4e-05,0.21682600000000002,16.32058,0.000968,0.01,0.412587,0.002389,1.001223
lpv,0.0205,0.35652399999999995,1,0.27678600000000003,-0.002,7.000000000000001e-06,0.37843000000000004,13.423304000000002,0.000769,0.006999999999999999,0.464286,0.0025329999999999997,28.472821000000003
lpv,0.1105,0.002848,6,0.353488,0.07200000000000001,1e-06,9.246575,14.580526,0.004038,0.043,0.386047,0.011872,44.036475
rrlyr,0.3975,0.292821,1,0.346667,-0.013999999999999999,6.2e-05,15.630925,18.866537,0.010756,0.1455,0.363333,0.028288,0.569425
lpv,0.0285,0.708728,8,0.313333,0.0,8e-06,0.006743000000000001,13.734342999999999,0.001009,0.0095,0.41,0.0029850000000000002,313.93176600000004
lpv,0.03325,0.012676,1,0.22429899999999997,0.004,-3e-06,0.600601,14.163439000000002,0.00107,0.008,0.635514,0.0038829999999999997,0.21529
rrlyr,0.261,0.040503,1,0.356667,0.009000000000000001,1.4999999999999999e-05,0.345037,18.74708,0.008078,0.111,0.383333,0.024029,0.6387729999999999
ecl,0.0505,0.0,1,0.33,0.027999999999999997,9e-06,1.287554,14.772803,0.0018329999999999998,0.018000000000000002,0.383333,0.005485,1.244632
ecl,0.174,0.0,1,0.267559,0.163,-4e-06,4.018692,18.779,0.004926,0.046,0.5752510000000001,0.023302,3.3045169999999997
lpv,0.14800000000000002,2.4e-05,5,0.380952,0.052000000000000005,-0.00018,0.023956,14.988332999999999,0.006248,0.081,0.228571,0.012966,861.686126
cep,0.12125,0.000509,1,0.457143,-0.021,9e-06,0.26720700000000003,15.186757,0.005304,0.076,0.2,0.009414,2.627769
ecl,0.066,0.0,1,0.156667,0.0855,3e-06,1.704545,17.286193,0.0018100000000000002,0.011000000000000001,0.716667,0.008103,1.832798
rrlyr,0.35425,0.000584,1,0.4,-0.17,-1.4999999999999999e-05,1.872064,19.150766,0.010311,0.138,0.296552,0.026372000000000003,0.542366
lpv,0.016,0.008445999999999999,1,0.27,-0.002,0.0,0.017237,15.412977,0.000531,0.005,0.626667,0.002271,15.208831
lpv,0.0165,0.43765299999999996,4,0.303333,0.0,-9e-06,4.3918919999999995,14.977447,0.000592,0.006,0.47,0.002003,219.26476499999998
rrlyr,0.2,0.0,1,0.38,0.0435,-5e-06,9.591474,18.810032999999997,0.0060090000000000005,0.09699999999999999,0.263333,0.017603,0.383703
ecl,0.0625,0.0,1,0.23333299999999998,0.0605,1e-06,0.11044200000000001,16.829837,0.001964,0.0165,0.526667,0.006776999999999999,1.955107
lpv,0.0165,0.028592000000000003,1,0.25,-0.008,-1.7e-05,0.318471,15.143087,0.000545,0.005,0.38043499999999997,0.0014529999999999999,0.14286400000000002
lpv,0.67475,0.0,13,0.422018,0.0275,-0.000312,0.033757999999999996,14.370632999999998,0.031337000000000004,0.431,0.12844,0.050995,223.40056
lpv,0.2125,0.000666,13,0.341564,-0.087,8.8e-05,0.7186859999999999,13.910588,0.008114,0.08,0.320988,0.019459,81.103324
lpv,0.015,0.001035,3,0.28108099999999997,0.003,-6e-06,0.533333,13.891004999999998,0.000544,0.004,0.6,0.001872,148.664377
lpv,0.0215,0.161391,5,0.296667,0.006999999999999999,-1.1e-05,0.062572,13.63561,0.000816,0.006999999999999999,0.456667,0.003154,0.9977530000000001
lpv,0.0165,0.026132,1,0.266667,0.0015,2e-06,0.107991,15.5566,0.0005,0.005,0.456667,0.001607,0.999866
lpv,0.026000000000000002,0.37561300000000003,4,0.31,-0.0015,-1.7e-05,0.10925,14.397127,0.0009050000000000001,0.0085,0.473333,0.0035770000000000003,8759.80626
lpv,0.0345,0.001341,4,0.27878800000000004,0.011000000000000001,-4e-06,0.259415,14.986108999999999,0.001134,0.01,0.50303,0.00367,35.767128
lpv,0.034,0.167423,5,0.336667,-0.0055,-2.3e-05,0.056657000000000006,13.225903,0.001362,0.0115,0.5,0.004915,2185.41771
lpv,0.11925,0.014149,6,0.370629,-0.018000000000000002,7.7e-05,0.133097,13.882007000000002,0.004806,0.046,0.27971999999999997,0.009792,41.892012
lpv,0.02275,0.033331,3,0.33557,0.0125,3e-06,0.245098,13.485275,0.000925,0.009000000000000001,0.38255,0.0028179999999999998,1.0687209999999998
lpv,0.01725,0.05633099999999999,1,0.226667,-0.0065,-2.1e-05,0.264725,15.18736,0.000523,0.005,0.413333,0.00158,0.947001
lpv,0.013000000000000001,0.282098,2,0.36956500000000003,0.001,0.0,0.018502,13.387022,0.000575,0.005,0.467391,0.0017929999999999999,0.9944959999999999
rrlyr,0.1625,0.000117,1,0.383333,-0.008,-2.2e-05,0.319813,18.711586999999998,0.0050479999999999995,0.0785,0.31666700000000003,0.013300999999999999,0.6502979999999999
lpv,0.013000000000000001,0.145399,2,0.38961,-0.004,-2.8000000000000003e-05,0.06990199999999999,14.908584,0.0004969999999999999,0.006,0.311688,0.001274,24.286214
lpv,0.06975,0.085765,2,0.358491,-0.0245,1e-05,0.11409000000000001,13.72967,0.0028280000000000002,0.028999999999999998,0.311321,0.007026,27.245753999999998
lpv,0.037000000000000005,0.0,11,0.5319149999999999,0.019,-0.000959,0.009108,14.158298,0.00209,0.023,0.085106,0.003958,1.003217
lpv,0.021,0.119154,1,0.28078800000000004,-0.0025,-3e-06,0.101667,13.48731,0.000789,0.006,0.5665020000000001,0.0035590000000000005,0.5169
lpv,0.1385,0.11086900000000001,7,0.363333,-0.0085,-4.5e-05,0.958333,14.724503,0.004758,0.0515,0.36,0.012393000000000001,79.715446
rrlyr,0.25675,0.33917800000000004,1,0.330986,0.005,-0.00011100000000000001,2.156708,19.516655,0.00695,0.105,0.338028,0.01744,0.540514
lpv,0.03525,0.21481599999999998,4,0.354497,-0.0065,1e-05,0.09153700000000001,13.497968,0.001456,0.015,0.37037,0.004074,22.061628
lpv,0.1955,0.0,12,0.48823500000000003,0.0015,0.00018,0.125451,14.131435,0.008342,0.11199999999999999,0.223529,0.015183000000000002,135.221673
lpv,0.025,0.263104,3,0.296667,0.003,-1.3000000000000001e-05,0.31545700000000004,15.585567000000001,0.000791,0.0075,0.473333,0.002663,1775.9260800000002
lpv,0.166,0.0,8,0.37333299999999997,0.0055,-4.4e-05,0.26643,14.22081,0.006609,0.0735,0.273333,0.016478,128.760526
lpv,0.2205,0.0,13,0.293333,0.188,0.00014099999999999998,0.018157,14.69418,0.008020000000000001,0.066,0.37,0.022199,406.050904
lpv,0.225,0.0,16,0.346667,0.08800000000000001,5.9e-05,1.8072290000000002,14.556897,0.008561,0.0955,0.41,0.022462,609.618108
lpv,0.0135,0.000359,12,0.32106999999999997,-0.0015,9.2e-05,2.616279,15.280885999999999,0.00047699999999999994,0.005,0.448161,0.001505,20.853364000000003
lpv,0.03,0.051625,4,0.336667,-0.008,-1e-05,0.081152,13.948227,0.001178,0.012,0.46,0.004301,1252.325726
NonVar,0.0285,0.036117,1,0.25666700000000003,0.005,8e-06,2.1619330000000003,16.634457,0.0008359999999999999,0.009000000000000001,0.543333,0.0029460000000000003,0.249613
lpv,0.24825,0.00020299999999999997,18,0.331492,-0.129,-0.00037200000000000004,0.22114099999999998,13.688459,0.009504,0.084,0.342541,0.024538,148.668237
lpv,0.0175,0.784742,2,0.321739,-0.005,6e-06,0.07619,13.749460999999998,0.000672,0.006,0.356522,0.001818,78.666325
lpv,0.0205,0.088297,5,0.31666700000000003,0.002,-1.4999999999999999e-05,0.679916,15.296937,0.000672,0.006999999999999999,0.41,0.001831,2765.81156
lpv,0.0335,0.012028,19,0.347826,0.005,4e-06,0.35791,15.282171,0.001204,0.012,0.364548,0.002945,780.7022400000001
lpv,0.043,0.48330200000000006,3,0.323333,-0.008,-1.7e-05,0.401376,14.727107,0.001407,0.0135,0.416667,0.003836,14.869565
rrlyr,0.33,0.007529999999999999,1,0.384615,-0.06,5.6999999999999996e-05,2.747084,16.082962,0.01222,0.158,0.163462,0.023033,0.513662
lpv,0.019,0.038775,2,0.318841,0.011000000000000001,-2.2e-05,0.039024,14.971376999999999,0.000661,0.006999999999999999,0.347826,0.0018039999999999998,0.10379000000000001
lpv,0.026000000000000002,0.044306,5,0.28,0.0085,-1.2e-05,0.34774,14.149820000000002,0.0009480000000000001,0.009000000000000001,0.47,0.003958,1348.830467
ecl,0.051,0.0,1,0.16,0.067,9e-06,0.07713500000000001,16.205182999999998,0.00145,0.0085,0.723333,0.006945000000000001,1.790141
lpv,0.0535,0.033602,4,0.35,-0.012,1.2e-05,0.169972,13.169757,0.00215,0.021,0.323333,0.005314,36.701289
lpv,0.036000000000000004,0.03612,2,0.296296,-0.006,-4e-06,0.170068,13.666148000000002,0.001222,0.011000000000000001,0.45117799999999997,0.003512,18.178722
ecl,0.174,0.0,1,0.22,0.16399999999999998,1.1e-05,3.837799,18.670552999999998,0.004462,0.0355,0.63,0.017214,2.233556
ecl,0.1345,0.685654,1,0.336667,0.016,2e-05,0.516506,18.648,0.003793,0.049,0.406667,0.012336,13.471338000000001
lpv,0.035,0.316103,2,0.3,0.0095,-1.6e-05,0.289488,14.812857000000001,0.0012369999999999998,0.013000000000000001,0.46,0.004658,16.145637
lpv,0.0555,0.607241,2,0.342857,0.0195,2.8999999999999997e-05,0.018615,13.786676000000002,0.002251,0.022000000000000002,0.428571,0.0068189999999999995,28.860301
lpv,0.0515,0.00021400000000000002,5,0.34,0.003,-1.9e-05,0.696517,13.495203,0.002032,0.019,0.346667,0.0047810000000000005,508.01509000000004
lpv,0.21100000000000002,0.0,18,0.402235,-0.07400000000000001,-0.0006230000000000001,0.137493,12.810725999999999,0.009865,0.10800000000000001,0.19553099999999998,0.020464,164.474248
ecl,0.1945,8e-06,1,0.25666700000000003,0.032,2.1e-05,0.192651,18.90579,0.005155,0.0545,0.576667,0.018284,1.370591
cep,0.1245,0.0,1,0.463333,-0.0355,1.7e-05,2.263431,16.829357,0.004716,0.0705,0.166667,0.009890000000000001,0.8758389999999999
lpv,0.047,4.5e-05,4,0.26819899999999997,-0.018000000000000002,-1.2e-05,2.6058630000000003,13.395398000000002,0.0016579999999999998,0.013000000000000001,0.509579,0.005896,106.93241599999999
lpv,0.027000000000000003,0.000579,5,0.367568,0.004,-1.1e-05,0.533333,13.208470000000002,0.0011480000000000001,0.01,0.356757,0.002877,21.934088
lpv,0.022000000000000002,0.001013,3,0.230303,0.006999999999999999,3e-06,0.41144899999999995,14.914309,0.000795,0.008,0.569697,0.003822,21.054409
lpv,0.0155,0.008051,2,0.303333,0.004,-3e-06,0.204918,13.48639,0.000542,0.005,0.49333299999999997,0.0017800000000000001,12.571159
ecl,0.1625,0.0,3,0.326667,0.10300000000000001,-0.0015869999999999999,23.931624,18.961577,0.004994,0.075,0.283333,0.014171000000000001,0.2152
lpv,0.0185,0.267463,1,0.33,0.003,3e-06,0.021744,15.28155,0.000657,0.006999999999999999,0.513333,0.002945,0.940225
lpv,0.0145,0.00020800000000000001,4,0.266667,0.008,-9e-06,0.087608,13.431447,0.000572,0.005,0.65,0.0023829999999999997,1738.9862280000002
lpv,0.02225,0.861215,2,0.304348,-0.002,-8.499999999999999e-05,0.088088,15.137101000000001,0.000778,0.006999999999999999,0.391304,0.00251,37.294847
lpv,0.05375,0.010241,4,0.367347,-0.003,-2.2e-05,0.21322,13.131891,0.002353,0.025,0.346939,0.005254,42.862943
lpv,0.021,0.278012,1,0.377193,-0.001,-1.2e-05,0.036364,15.124675,0.000754,0.009000000000000001,0.236842,0.001719,0.9983799999999999
rrlyr,0.2285,0.01236,1,0.362712,-0.05,-4e-05,1.308699,16.089295,0.007634999999999999,0.09300000000000001,0.301695,0.019629,0.552502
lpv,0.0195,0.250465,2,0.303333,0.002,-1.3000000000000001e-05,0.267023,13.423007,0.00075,0.006999999999999999,0.323333,0.0019370000000000001,2899.89592
lpv,0.0145,0.024187,2,0.31666700000000003,0.0045,1e-06,1.4084510000000001,13.39732,0.000523,0.005,0.536667,0.001941,0.992635
lpv,0.0845,0.020916999999999998,17,0.366667,0.034,1.8e-05,0.013565,14.304103,0.003001,0.0315,0.396667,0.008776,523.893676
lpv,0.0195,0.0011480000000000001,9,0.35,0.006,-1.4999999999999999e-05,0.61287,15.187697,0.000696,0.0075,0.416667,0.002403,97.330046
lpv,0.025,0.275425,12,0.323333,-0.0005,-1e-06,0.267023,13.672826999999998,0.0009429999999999999,0.009000000000000001,0.346667,0.002633,967.313533
rrlyr,0.336,0.002136,1,0.35786,-0.1,2e-05,9.310706,18.873809,0.010048999999999999,0.138,0.374582,0.032774,0.533354
lpv,0.018000000000000002,0.32746,10,0.293333,0.001,-8e-06,0.644122,13.168883,0.000654,0.006,0.413333,0.001974,0.994332
lpv,0.02475,0.46603199999999995,2,0.301887,0.004,-1e-05,0.254916,12.973651,0.0009429999999999999,0.0085,0.358491,0.002698,10.219845
lpv,0.0345,3e-06,9,0.293333,0.017,-1e-05,0.0213,15.016217000000001,0.0011359999999999999,0.011000000000000001,0.456667,0.003597,314.572977
lpv,0.040999999999999995,0.0,1,0.194175,0.0375,-1.3000000000000001e-05,0.069623,12.793922,0.0015660000000000001,0.011000000000000001,0.407767,0.0053170000000000005,0.306759
lpv,0.099,8e-06,6,0.283333,0.037000000000000005,-2.8999999999999997e-05,0.184162,13.81685,0.003607,0.03,0.456667,0.011514,554.234359
lpv,0.21899999999999997,0.0,17,0.14666700000000002,0.292,-0.000171,0.465283,14.46001,0.0071730000000000006,0.054000000000000006,0.413333,0.027156,908.74222
lpv,0.25,0.0008300000000000001,25,0.276667,-0.006999999999999999,-0.00015900000000000002,0.8285530000000001,14.0498,0.007781999999999999,0.0645,0.486667,0.024213,2209.76172
lpv,0.0575,0.0,9,0.223333,-0.0535,-9e-06,5.537458999999999,13.117037,0.0022329999999999997,0.017,0.583333,0.008765,52.929162
lpv,0.03,0.7761680000000001,2,0.336957,0.0045,1e-06,0.041511,13.369913,0.001247,0.012,0.358696,0.003403,1.054218
lpv,0.013000000000000001,0.22666599999999998,2,0.333333,0.002,-5e-06,0.342857,12.815511,0.000535,0.005,0.43888900000000003,0.001639,668.989695
lpv,0.0185,0.074036,2,0.303333,0.0015,-9e-06,1.083424,13.930987,0.000699,0.006,0.573333,0.002943,1351.11256
lpv,0.161,0.0,13,0.320652,-0.106,0.000196,0.199027,13.583788,0.006883,0.0675,0.190217,0.016313,70.608471
rrlyr,0.3355,0.0,1,0.396667,-0.14300000000000002,1.8e-05,0.460132,18.868313,0.010003,0.1325,0.26,0.026000000000000002,0.544087
rrlyr,0.268,0.026224,1,0.356667,0.011000000000000001,3e-06,2.723896,18.83677,0.007898,0.11199999999999999,0.3,0.020059999999999998,0.555179
lpv,0.024,0.014362,2,0.283333,0.001,-9e-06,0.22232600000000002,14.936053,0.0007509999999999999,0.006,0.566667,0.002611,1473.1744800000001
lpv,0.0725,0.0,4,0.23,-0.028999999999999998,-1.6e-05,3.608247,13.30406,0.002628,0.018000000000000002,0.656667,0.009168,507.04977
t2cep,0.317,0.000724,1,0.382353,-0.091,2.8000000000000003e-05,0.624261,14.814588,0.0132,0.1555,0.313725,0.024796000000000002,1.283571
rrlyr,0.392,0.0,1,0.44,-0.21,1.4999999999999999e-05,0.711987,18.74651,0.012184,0.165,0.246667,0.030866,0.515259
lpv,0.019,0.40469299999999997,2,0.333333,-0.001,-4e-06,0.244101,13.456703,0.0007379999999999999,0.006999999999999999,0.393333,0.0021550000000000002,0.994576
lpv,0.0875,0.323581,5,0.32,0.0055,-8e-06,0.060569000000000005,14.389263,0.003139,0.0315,0.35,0.008028,88.010297
lpv,0.0165,0.276909,2,0.303333,0.003,5e-06,0.023727,13.3666,0.000628,0.006,0.496667,0.001945,1461.84305
lpv,0.021,0.18678,1,0.31,-0.002,5e-06,3.098107,15.092229999999999,0.0006900000000000001,0.006999999999999999,0.446667,0.00212,0.558966
rrlyr,0.2335,0.008792,1,0.34,-0.067,-0.00016299999999999998,10.571736999999999,18.86846,0.006566,0.0845,0.38,0.018936,0.358982
lpv,0.0355,6.4e-05,6,0.37666700000000003,-0.002,5e-06,0.026747000000000003,15.958789999999999,0.0012720000000000001,0.017,0.243333,0.002757,120.774249
lpv,0.0165,0.058776999999999996,2,0.296667,0.001,-3e-06,0.095808,14.085713,0.00058,0.006,0.413333,0.001633,306.917165
lpv,0.0205,0.099276,2,0.296667,-0.001,3e-06,1.554828,13.307032999999999,0.0007740000000000001,0.006999999999999999,0.44,0.00233,15.445089000000001
lpv,0.045,0.08064,3,0.313333,0.004,-8e-06,0.275398,14.268579999999998,0.001625,0.0165,0.396667,0.005607,21.016857
lpv,0.154,0.0,31,0.323333,0.022000000000000002,-7.6e-05,8.086253,14.073620000000002,0.006147,0.057,0.27,0.012723,89.658647
lpv,0.0835,2.2e-05,6,0.343434,0.034,-6.3e-05,0.399113,14.231020000000001,0.0033399999999999997,0.027000000000000003,0.363636,0.007102,41.981314000000005
lpv,0.1215,1e-06,9,0.333333,-0.039,2.4e-05,1.0,14.49475,0.00464,0.052000000000000005,0.39,0.012818000000000001,145.147169
NonVar,0.024,0.000161,1,0.253333,0.008,-3e-06,2.027027,15.927627,0.000733,0.006999999999999999,0.603333,0.002888,0.106964
lpv,0.015,0.845548,1,0.333333,-0.004,5.5e-05,0.011143,13.388635999999998,0.0005610000000000001,0.005,0.393939,0.001344,0.511745
lpv,0.0245,1e-06,1,0.267241,0.0205,-1.4999999999999999e-05,0.02002,13.809819000000001,0.000883,0.0055,0.551724,0.003259,1669.90749
lpv,0.027999999999999997,0.016846,9,0.32,0.015,2.8000000000000003e-05,0.457596,15.233979999999999,0.0009429999999999999,0.01,0.436667,0.003085,32.425064
lpv,0.1015,0.026129000000000003,8,0.353535,0.008,-0.00010400000000000001,0.803674,13.012444,0.00417,0.036000000000000004,0.393939,0.008843,668.83956
lpv,0.039,0.0,14,0.272727,-0.0305,-0.00011200000000000001,0.250986,13.812942999999999,0.001478,0.0105,0.465909,0.004596,2669.9926800000003
lpv,0.047,4e-06,3,0.326667,0.027999999999999997,-3e-06,0.26643,15.019503,0.001616,0.015,0.45,0.006193,437.301108
rrlyr,0.185,0.082307,1,0.33,0.034,-6e-06,7.623106,18.752102999999998,0.005362,0.073,0.396667,0.015892,0.6359600000000001
lpv,0.0385,0.558875,3,0.32,-0.003,-2.1e-05,0.8731620000000001,14.349120000000001,0.00133,0.012,0.463333,0.004321,420.002685
lpv,0.0345,0.079663,2,0.346154,0.0035,-3.4e-05,0.028535,13.840952,0.001328,0.013999999999999999,0.25,0.003251,13.350886
lpv,0.0185,0.09481200000000001,5,0.322917,-0.008,-9e-06,0.037838,13.372062,0.000743,0.006,0.43402799999999997,0.002318,472.381274
rrlyr,0.2155,0.0,1,0.37333299999999997,0.040999999999999995,-7.000000000000001e-06,2.274343,16.500353,0.007984999999999999,0.1085,0.223333,0.015555000000000001,0.6051770000000001
lpv,0.017,4.7e-05,12,0.38251399999999997,0.0055,-8e-06,0.537249,14.280667000000001,0.000665,0.006999999999999999,0.311475,0.001611,191.12846100000002
lpv,0.0305,0.257391,2,0.33,0.004,-9e-06,0.375188,14.09348,0.001153,0.011000000000000001,0.43,0.0036899999999999997,15.818444
lpv,0.311,0.0,7,0.343333,0.07,1.4999999999999999e-05,0.027092,14.139342999999998,0.012193,0.1425,0.24,0.029662,162.415007
lpv,0.017,2.8000000000000003e-05,2,0.3,-0.008,-3e-06,2.061856,12.969813,0.0006490000000000001,0.004,0.536667,0.002159,1.0038790000000002
lpv,0.0265,0.768145,2,0.320755,-0.0035,-1.1e-05,0.024403,13.350914999999999,0.0010199999999999999,0.01,0.349057,0.0026219999999999998,0.277172
lpv,0.078,0.41508900000000004,4,0.34,0.016,-5e-05,0.31419899999999995,14.766253,0.002774,0.0275,0.45,0.009245,29.256909999999998
rrlyr,0.198,0.0006309999999999999,1,0.366667,0.0215,-1.1e-05,0.21315,19.124737,0.006,0.09300000000000001,0.34,0.016993,0.280575
lpv,0.115,0.019358,7,0.32,0.0465,-2.6000000000000002e-05,0.650936,13.617132999999999,0.004255,0.042,0.336667,0.012192,0.977517
lpv,0.0165,0.01378,1,0.31666700000000003,0.0065,-6e-06,1.8821599999999998,15.23596,0.0005679999999999999,0.005,0.503333,0.002363,0.9998030000000001
lpv,0.0715,0.245241,3,0.276667,0.005,2e-06,0.654664,13.504529999999999,0.002705,0.0235,0.483333,0.009441,41.583863
rrlyr,0.201,7.3e-05,1,0.348837,0.0895,-3e-06,0.344066,18.877654999999997,0.005961999999999999,0.084,0.310078,0.018371000000000002,0.271878
lpv,0.0425,0.0,8,0.213333,-0.013999999999999999,1.6e-05,0.271095,14.397537,0.001242,0.0095,0.576667,0.004619,59.45689
lpv,0.032,0.581905,1,0.315315,-0.0095,-1.4999999999999999e-05,0.018872999999999997,14.096657999999998,0.0010949999999999998,0.01,0.41441400000000006,0.0027670000000000004,1.084274
lpv,0.0185,0.010717,2,0.352273,0.003,2.4e-05,0.020411000000000002,13.264636,0.0007700000000000001,0.006999999999999999,0.43181800000000004,0.002564,533.830752
lpv,0.01725,0.41862,2,0.311688,0.001,8e-06,0.09573999999999999,14.807026,0.000656,0.006999999999999999,0.454545,0.002499,1.0501120000000002
ecl,0.22,0.0,3,0.323333,0.146,-0.003307,19.717064999999998,18.33192,0.007093,0.1,0.286667,0.023138,0.141763
lpv,0.134,0.12210599999999999,5,0.371134,-0.012,-5.3e-05,1.188811,13.105464,0.005967,0.068,0.309278,0.013043,68.423994
lpv,0.0215,0.9356959999999999,2,0.311321,0.001,-3.8e-05,0.16878900000000002,13.844292000000001,0.0008119999999999999,0.008,0.37735799999999997,0.00195,2668.9716
lpv,0.0735,0.0,7,0.35,0.046,1.3000000000000001e-05,0.022442,14.96716,0.0026609999999999997,0.025,0.356667,0.008020999999999999,453.57150199999995
lpv,0.0675,0.025283,3,0.293333,0.043,1.8e-05,0.603865,15.346763000000001,0.002176,0.022000000000000002,0.473333,0.00782,0.9931110000000001
lpv,0.044000000000000004,0.027285000000000004,3,0.414141,-0.006999999999999999,3.6e-05,0.22988499999999998,13.641515,0.0019030000000000002,0.022000000000000002,0.252525,0.0037380000000000004,43.858332
NonVar,0.024,0.164729,1,0.333333,-0.001,2e-06,1.5430780000000002,16.667267000000002,0.000762,0.008,0.526667,0.00318,1.040409
lpv,0.162,0.0,12,0.346667,0.09,7.8e-05,0.035671,14.328170000000002,0.006217,0.068,0.25666700000000003,0.016485,223.118338
rrlyr,0.2635,0.017211,1,0.336667,0.006999999999999999,2e-05,10.34202,19.024057,0.007539,0.114,0.313333,0.017816,0.618896
lpv,0.0355,0.12693,1,0.33,-0.002,6e-06,0.254916,14.105082999999999,0.001269,0.013000000000000001,0.38,0.0037579999999999996,20.466764
lpv,0.02,0.417558,1,0.333333,0.005,-1e-06,0.016863,15.275267000000001,0.000659,0.006999999999999999,0.41,0.002029,207.873538
lpv,0.0665,0.0,31,0.31,0.06,0.000223,0.337003,13.764367000000002,0.0024129999999999998,0.02,0.426667,0.00821,146.159066
NonVar,0.0235,0.061011,1,0.334448,-0.003,0.0,1.674538,14.905615,0.0008230000000000001,0.009000000000000001,0.44147200000000003,0.003153,0.199516
lpv,0.05375,0.0,5,0.314286,0.049,0.00011399999999999999,0.029274,14.498429000000002,0.002363,0.0175,0.328571,0.00604,84.263808
lpv,0.017,0.0007610000000000001,1,0.25,0.0005,-1e-06,0.594548,13.345683,0.000611,0.005,0.703333,0.0029219999999999997,528.769601
lpv,0.0165,0.523179,2,0.336735,-0.0025,-4e-06,0.013475999999999998,13.384388000000001,0.000656,0.006,0.377551,0.002017,0.336776
lpv,0.01925,0.116549,1,0.324561,0.0055,-1.4000000000000001e-05,0.342857,15.432719,0.0006129999999999999,0.006,0.41228100000000006,0.001814,13.020002999999999
rrlyr,0.1855,0.000337,1,0.32,0.055999999999999994,6e-06,0.28594400000000003,18.942823,0.005228,0.073,0.383333,0.016799,0.343901
rrlyr,0.2515,0.00011599999999999999,1,0.34,-0.03,-3.3e-05,0.437411,18.892889999999998,0.0072629999999999995,0.094,0.29,0.01769,0.58787
lpv,0.0275,0.047553,2,0.31666700000000003,-0.0135,-3e-06,0.019543,15.266467,0.000932,0.009000000000000001,0.45,0.002751,18.133055
lpv,0.0235,0.054761000000000004,2,0.24074099999999998,-0.0045,7.000000000000001e-06,0.014241,13.116582999999999,0.0008470000000000001,0.006,0.518519,0.002592,18.033425
rrlyr,0.4835,0.000795,1,0.333333,-0.157,-4.8e-05,22.976609,19.396720000000002,0.012366,0.168,0.37,0.034229,0.41731899999999994
lpv,0.0365,0.191102,19,0.348837,-0.0095,-9.2e-05,0.180027,16.258264,0.001215,0.013999999999999999,0.310078,0.0026449999999999998,221.357478
lpv,0.0415,0.127181,5,0.375,-0.001,7.000000000000001e-06,0.019964,13.968778,0.001739,0.0185,0.25,0.0034,70.302189
lpv,0.027000000000000003,0.008159,2,0.306667,0.0075,-3e-06,0.013632,14.75941,0.000908,0.009000000000000001,0.37,0.002439,288.942887
lpv,0.13425,0.0037450000000000005,3,0.28181799999999996,-0.053,4.8e-05,3.790087,13.562273000000001,0.005018,0.036000000000000004,0.454545,0.015101,67.773127
lpv,0.0265,0.067575,2,0.346667,0.004,0.0,4.377104,15.131032999999999,0.000915,0.009000000000000001,0.47,0.003239,161.431219
rrlyr,0.342,0.0,1,0.43,-0.085,1.1e-05,2.982741,15.710436999999999,0.01296,0.1665,0.20666700000000002,0.025788,0.658367
lpv,0.016,0.058308000000000006,5,0.31666700000000003,0.0,1.3000000000000001e-05,0.415842,15.309543,0.000535,0.0045,0.506667,0.0016,106.69507
NonVar,0.023,0.239839,2,0.283333,0.002,2.9999999999999997e-05,1.532222,15.450087,0.00073,0.006999999999999999,0.586667,0.002783,0.996326
ecl,0.251,0.0,1,0.156667,0.353,5e-06,0.5146609999999999,18.293063,0.0071189999999999995,0.035,0.7,0.029570999999999997,0.760475
lpv,0.0205,0.058567999999999995,8,0.313333,0.004,4e-06,0.233918,13.719520000000001,0.000768,0.006999999999999999,0.416667,0.002478,777.929345
cep,0.1935,0.0,1,0.383333,-0.2185,1.2e-05,1.054296,17.239967,0.006943,0.0595,0.393333,0.020382,0.5957180000000001
